form_id,form
386,er
387,uß
388,ingebung
389,be
390,trug
391,unnd
392,verfürung
393,bösen
394,geists
395,offt
396,dick
397,christenheyt
398,mit
399,dem
400,veech
401,gewybet
402,nemmlich
403,küyen
404,kälbern
405,geissen
406,stůten
407,anderen
408,unver
409,nunfftigen
410,thieren
411,undt
412,unmentschliche
413,werk
414,küscheyt
415,wider
416,gott
417,die
418,natur
419,volbracht
420,begangen
421,hab
422,Wulckischwyl
423,Treffels
424,oder
425,annderschwa
426,Sollicher
427,gstalt
428,im
429,zal
430,vile
431,desselben
432,vergessen
433,Beschechenn
434,uff
435,donstag
436,xi
437,tag
438,mertens
439,1546
440,Uff
441,haben
442,min
443,diser
444,loblichenn
445,nach
446,gruntlicher
447,eigentlicher
448,farung
449,erdenckung
450,siner
451,malefizischen
452,uncristenlichen
453,handlung
454,verjicht
455,übelthat
456,als
457,ein
458,fromme
459,ordenliche
460,oberkeyt
461,(
462,handhabung
463,göttlicher
464,mentschlicher
465,gerechtigkeyt
466,under
467,truckung
468,geordnet
469,gesetzt
470,ist
471,)
472,gesessnem
473,rhat
474,geurtheilet
475,recht
476,gesprochenn
477,erkhandt
478,genanter
479,armer
480,mentsch
481,nachricher
482,sin
483,hand
484,bevolchen
485,werden
486,ime
487,gewanliche
488,gerichtstatt
489,Galgenberg
490,füren
491,daselbs
492,cörpel
493,äschen
494,brennen
495,also
496,vom
497,leben
498,zum
499,tod
500,bringen
501,solle
502,Damit
503,schandtlicher
504,grusamlicher
505,tad
506,mengklichem
507,warnung
508,forcht
509,ebenbild
510,bringe
511,Unnd
512,wann
513,güter
514,hätte
515,so
516,hinder
517,minene
518,gelegen
519,wären
520,sölben
521,denselben
522,minen
523,gnädigen
524,verfallen
525,Gott
526,helff
527,seel
528,burger
529,wegenn
530,Francey
531,Maradans
532,mißhandlung
533,versampt
534,Wellicher
535,umb
536,uncristenliche
537,denne
538,beckantlich
539,anredt
540,gsin
541,Ist
542,zu
543,fhür
544,läbendig
545,geurteilt
546,worden
547,almech
548,tig
549,wolle
550,ine
551,arme
552,gnadigklich
553,bedenckenn
554,SSRQ
555,FR
556,I/2/8
557,100.1-1
558,100.2-1
559,100.3-1
560,100.4-1
561,100.5-1
562,100.6-1
563,100.7-1
564,100.8-1
565,100.9-1
566,100.10-1
567,Jaquemard
568,23
569,1637
570,judex
571,h
572,großweibel
573,Gemeint
574,Beat
575,Jakob
576,Montenach
577,Fryo
578,Heylman
579,Gartner
580,Wildt
581,Weibel
582,Barbli
583,Bodmer
584,Wattemwyl
585,erfragt
586,warum
587,sy
588,gfängklich
589,angenommen
590,bscheidt
591,gäben
592,wüße
593,eß
594,nitt
595,Ob
596,hievor
597,nen
598,andern
599,man
600,gehabt
601,geandtworttet
602,nein
603,Mitt
604,jezigen
605,namens
606,Billet
607,habe
608,Berfitschriedt
609,vor
610,ohngfarlich
611,20
612,jahren
613,gedient
614,unndt
615,ihn
616,zur
617,ehe
618,genommen
619,den
620,leütten
621,böse
622,geister
623,andtwortt
624,Sy
625,wüsse
626,waß
627,vermeldet
628,begange
629,kein
630,unthat
631,daß
632,laster
633,hitz
634,zorns
635,schwerren
636,jedoch
637,niemand
638,verfluchen
639,Die
640,jenigen
641,hex
642,schelttend
643,thüend
644,ihren
645,ungüttlich
646,wan
647,mans
648,mundts
649,gesagt
650,ihrer
651,seuberung
652,rechtliche
653,mittel
654,handt
655,jeder
656,möge
657,reden
658,ihm
659,geliebt
660,artikeln
661,examens
662,abred
663,Le
664,passage
665,suit
666,concerne
667,mené
668,contre
669,Christine
670,Bovigny
671,Voir
672,99.7-1
673,Blutgericht
674,Wattenwyll
675,Berner
676,gebiets
677,zytt
678,lang
679,Velgaschür
680,gewont
681,verlougnet
682,geist
683,gehuldiget
684,mitt
685,ir
686,unzucht
687,getriben
688,underschidlichen
689,personen
690,yngeben
691,malefizische
692,wehtumb
693,angethan
694,dar
695,etliche
696,gestorben
697,dig
698,füwr
699,condamniert
700,Gfangne
701,Von
702,Felgenschür
703,soll
704,gefoltert
705,Diese
706,Anweisung
707,bezieht
708,sich
709,auf
710,Billet-Bodmer
711,Der
712,nächste
713,Abschnitt
714,betrifft
715,Prozess
716,gegen
717,Vgl
718,99.8-1
719,Im
720,thurn
721,24
722,julii
723,Techterman
724,Gribollet
725,Ce
726,99.9-1
727,Ibidem
728,gedacht
729,beherttet
730,beleidiget
731,Erfragt
732,ob
733,nit
734,Stephan
735,Gaudron
736,angesprochen
737,roß
738,fürzusezen
739,darmit
740,gen
741,Mesieres
742,korn
743,hollen
744,Hat
745,sonders
746,ihr
747,haußwürt
748,3
749,am
750,palmsontag
751,kirchen
752,neben
753,gedachts
754,Gaudrons
755,haußfrouwen
756,gsyn
757,Hatt
758,dann
759,furcht
760,gedachter
761,Gaudronna
762,wegen
763,damallen
764,besucht
765,Gedachter
766,angemut
767,tet
768,allß
769,synes
770,willens
771,pflegen
772,wöllen
773,werde
774,gerru
775,wen
776,schlöuffe
777,wol
778,keßlern
779,hölzern
780,ursach
781,gescholtten
782,aber
783,khundt
784,schafft
785,gezogen
786,Erforschet
787,Pe
788,tern
789,Veillard
790,schaden
791,zugefügt
792,andtworttet
793,Man
794,sage
795,gspirre
796,ungeheurre
797,synem
798,hauß
799,fyr
800,noch
801,heillige
802,ougen
803,banden
804,gstanden
805,bescheidt
806,Warumb
807,vil
808,böses
809,rede
810,sollicheß
811,unglück
812,berüre
813,volck
814,verfluche
815,glouben
816,abgetretten
817,Bittet
818,gnad
819,ler
820,uffzogen
821,99.10-1
822,lähren
823,seil
824,gefolteret
825,hat
826,auch
827,nichts
828,bekhennen
829,Soll
830,kleinen
831,stein
832,grichts
833,gemant
834,fürderlich
835,gfangnen
836,abzu
837,helffen
838,Keller
839,29
840,Brodardt
841,Franz
842,Gottrow
843,Gribolet
844,Marguerite
845,Huguenot-Renevey
846,87.4-1
847,vorgemeldt
848,ermant
849,warheit
850,bekennt
851,dryen
852,verlöugnet
853,graben
854,Felgen
855,schewr
856,Daselbst
857,einn
858,warmen
859,lufft
860,gespirt
861,ohnmacht
862,gefallen
863,Zuvor
864,einnem
865,zorn
866,geschworren
867,Volgendts
868,da
869,schwachheit
870,abgang
871,kräfften
872,klein
873,uffkommen
874,erschröckenli
875,che
876,stim
877,gehört
878,fernuß
879,schwarzlecht
880,hündli
881,gesehen
882,bellete
883,eine
884,grossen
885,langen
886,gefragt
887,daselbst
888,thue
889,Diser
890,gestalttet
891,samb
892,hette
893,altte
894,zerrißne
895,kleider
896,gesegnet
897,darvon
898,gemacht
899,Daruff
900,heimb
901,kranck
902,artikel
903,deß
904,forschet
905,schnydern
906,öpffel
907,grüner
908,salb
909,angestrichen
910,Welliche
911,böß
912,namblichen
913,einnen
914,ihrem
915,gethan
916,dieselb
917,dry
918,mal
919,gefunden
920,gsagt
921,derselben
922,gebrauchen
923,notturfft
924,gemeldtem
925,antroffen
926,by
927,lingken
928,or
929,geküßt
930,ouch
931,knew
932,gezeichnet
933,pfründli
934,heiße
935,Hänßli
936,In
937,kyb
938,Carle
939,Gottys
940,nachpures
941,byren
942,Das
943,zeichen
944,gesegnetem
945,anken
946,vertryben
947,löchli
948,überbliben
949,Dem
950,Petern
951,zwey
952,schwyn
953,ange
954,salbeten
955,schnizen
956,verderbt
957,Vor
958,khindt
959,angeblase
960,t
961,halb
962,jahr
963,darnach
964,Des
965,Keß
966,lers
967,Es
968,unklar
969,hier
970,um
971,einen
972,Personennamen
973,Funktion
974,Kesslers
975,handelt
976,uffm
977,Brauch
978,möglicherweise
979,Bruch
980,haußfrouwn
981,Gegen
982,magd
983,geblasen
984,darab
985,uffgeholffen
986,allein
987,Ave
988,Maria
989,gebetten
990,krytz
991,verbotten
992,ser
993,lieben
994,frouwen
995,meldung
996,thun
997,gottsdächtig
998,syn
999,Schufflers
1000,eichlen
1001,mundt
1002,stecken
1003,gutt
1004,deren
1005,Veillards
1006,waren
1007,Tullins
1008,erwütscht
1009,Wie
1010,anders
1011,arm
1012,erlamt
1013,M
1014,Wolffen
1015,bym
1016,Bernthor
1017,houßfrouwen
1018,dirre
1019,biren
1020,schnitz
1021,brott
1022,ziger
1023,darin
1024,züg
1025,neßelsamen
1026,vermeinne
1027,gedachte
1028,frow
1029,Clauda
1030,gei
1031,ster
1032,wasser
1033,trinken
1034,gab
1035,Angedüttnen
1036,samen
1037,daheimb
1038,Da
1039,leutten
1040,angeblasen
1041,wölle
1042,läben
1043,lütten
1044,offen
1045,gfunden
1046,brieffli
1047,ohne
1048,wollust
1049,kaltte
1050,rutten
1051,fieß
1052,Er
1053,end
1054,nider
1055,gefelt
1056,meister
1057,nächtlicher
1058,wyl
1059,gangen
1060,darinn
1061,getragen
1062,Waldts
1063,langjährige
1064,Freiburger
1065,Stadtweibel
1066,Peter
1067,Zumwald
1068,halben
1069,bazen
1070,bott
1071,lohn
1072,angstrichen
1073,war
1074,würts
1075,Tavers
1076,nammens
1077,Tichtli
1078,Einne
1079,Tacconnary
1080,hierzu
1081,Fall
1082,Rose
1083,Bise
1084,102.1-1
1085,heißt
1086,dan
1087,dasselbig
1088,gezeigt
1089,Gefangne
1090,87.5-1
1091,sonst
1092,Velgaschüer
1093,wohnhafft
1094,bekhent
1095,sie
1096,schon
1097,zugeben
1098,zendner
1099,appliciert
1100,complicen
1101,Schreiber
1102,Datum
1103,geirrt
1104,Laut
1105,Rats
1106,sollte
1107,30
1108,Juli
1109,Zentner
1110,burgermeister
1111,Reyff
1112,Besatzungsbuch
1113,hielt
1114,eigentlich
1115,Tobias
1116,Gottrau
1117,seit
1118,Ende
1119,Juni
1120,Amt
1121,Bürgermeisters
1122,inne
1123,sein
1124,Vorgänger
1125,StAFR
1126,13
1127,fol
1128,33v
1129,Garttner
1130,wellicher
1131,wo
1132,tags
1133,scheür
1134,empfindung
1135,einniches
1136,wollusts
1137,angedüttnen
1138,gegäben
1139,grün
1140,bekleidt
1141,Ein
1142,14
1143,z
1144,eigne
1145,probieren
1146,Marie
1147,Zelwegerin
1148,altter
1149,gerberin
1150,Ow
1151,wehthumb
1152,anblasen
1153,kreüz
1154,schwer
1155,ren
1156,sagen
1157,leüt
1158,blasen
1159,Agathen
1160,gebotten
1161,wurde
1162,Böser
1163,meinung
1164,anrürung
1165,einner
1166,jungen
1167,Baßler
1168,zugehörigen
1169,khindts
1170,gemeldten
1171,Car
1172,Boumgarters
1173,khind
1174,milch
1175,samens
1176,Liebs
1177,gesäyt
1178,Mehr
1179,junker
1180,Dießbachs
1181,Menzißwyl
1182,syend
1183,verdorben
1184,grünen
1185,Peissard
1186,zweyen
1187,bein
1188,hosen
1189,strichen
1190,wellicheß
1191,hinweg
1192,nemmen
1193,könti
1194,S.
1195,Wolffgang
1196,ginge
1197,Baslers
1198,than
1199,almächtigen
1200,fyner
1201,wyssen
1202,schönen
1203,bart
1204,Damalls
1205,wyllen
1206,hinke
1207,gahn
1208,opffern
1209,alttaren
1210,wächsin
1211,kerzen
1212,tragen
1213,By
1214,verloffenheit
1215,kleidt
1216,degen
1217,gürttet
1218,wyberkleider
1219,vergstalttet
1220,sect
1221,Zwo
1222,welt
1223,scher
1224,zungen
1225,alttlächtige
1226,teütsche
1227,habend
1228,zet
1229,rotten
1230,wyn
1231,sonderß
1232,getrunken
1233,spyß
1234,gessen
1235,zwen
1236,gyger
1237,pfyffer
1238,kleinne
1239,gsellen
1240,einnes
1241,ellenbogens
1242,hoch
1243,hurttig
1244,gedanzet
1245,welliches
1246,zwo
1247,stund
1248,gedachtem
1249,verlassen
1250,mitternacht
1251,sohns
1252,wyb
1253,Rychengassen
1254,Margarethen
1255,Vizenz
1256,sohn
1257,endtlich
1258,gstorben
1259,Adam
1260,Trews
1261,seeligen
1262,verlaßne
1263,halbem
1264,Hansen
1265,Curtys
1266,kindt
1267,rugken
1268,gschlagen
1269,usgedor
1270,ret
1271,gemeldts
1272,schneeballen
1273,geworffen
1274,Ihr
1275,geschlagen
1276,verdruß
1277,gnug
1278,woltt
1279,übel
1280,empfunden
1281,übelmögenheit
1282,angezeigt
1283,geredt
1284,geltt
1285,verheißen
1286,ku
1287,matten
1288,koufen
1289,erstattung
1290,gehörloß
1291,kleinner
1292,statur
1293,schittle
1294,kopff
1295,Daß
1296,ander
1297,10
1298,wyber
1299,weltscher
1300,bekenne
1301,zendtner
1302,unthaten
1303,malefitz
1304,gwesen
1305,verjähen
1306,vorgehnden
1307,vergicht
1308,khendtlich
1309,gfangne
1310,iren
1311,confrontiert
1312,nachwertz
1313,ferneren
1314,examination
1315,gricht
1316,gstelt
1317,bosen
1318,1
1319,hatte
1320,Ligerz
1321,welliche
1322,kurzen
1323,alttlächt
1324,oberkeit
1325,anlaß
1326,Rinevey
1327,obgemeldt
1328,stellen
1329,Unndt
1330,ersehen
1331,durch
1332,ältter
1333,andere
1334,101.1-1
1335,101.2-1
1336,101.3-1
1337,101.4-1
1338,101.5-1
1339,101.6-1
1340,101.7-1
1341,101.8-1
1342,101.9-1
1343,101.10-1
1344,101.11-1
1345,101.12-1
1346,landtvogt
1347,bericht
1348,mestraulx
1349,Verdons
1350,hußfrouw
1351,Françoise
1352,Verdon-Berset
1353,Dompierre
1354,Wistellachen
1355,bürtig
1356,viler
1357,bößer
1358,fragwortt
1359,inzogen
1360,examen
1361,uffgenommen
1362,glychfalls
1363,turn
1364,Franceoise
1365,Perret
1366,Domppierre
1367,hexery
1368,verdacht
1369,2
1370,zwecheln
1371,verfelt
1372,zwechelen
1373,28
1374,15
1375,
1376,Françoyse
1377,susdite
1378,interrogee
1379,derechef
1380,sus
1381,poincts
1382,escripts
1383,ast
1384,rien
1385,confessé
1386,deman
1387,dant
1388,pardon
1389,messieurs
1390,Bywesen
1391,herrn
1392,burgermeisters
1393,Gottrouw
1394,hr
1395,Fryodts
1396,Hanß
1397,Niclausen
1398,Brynißholz
1399,Zumwaldts
1400,weybel
1401,Presidente
1402,Fleischman
1403,anstatt
1404,hrn
1405,formulation
1406,détonne
1407,parmi
1408,type
1409,semble
1410,outre
1411,avoir
1412,été
1413,ajouté
1414,après
1415,coup
1416,au
1417,bas
1418,page
1419,450
1420,Berset
1421,erlitnem
1422,keysserlichen
1423,rechten
1424,tortur
1425,nüt
1426,Mit
1427,abtrag
1428,khostens
1429,ewigkheit
1430,gnaden
1431,landt
1432,vereydet
1433,17
1434,autre
1435,individu
1436,Perset
1437,enquise
1438,articles
1439,dict
1440,enfantz
1441,legitime
1442,mariage
1443,Jean
1444,Siguallin
1445,Donatire
1446,lesquelz
1447,mortz
1448,Elle
1449,confesse
1450,courroucee
1451,voisins
1452,appelloient
1453,larronnesse
1454,advoue
1455,Elsi
1456,battue
1457,eglise
1458,avec
1459,clefz
1460,porta
1461,lors
1462,malladie
1463,laict
1464,affection
1465,intention
1466,ayant
1467,oncques
1468,faict
1469,personne
1470,aussy
1471,baillé
1472,frommage
1473,pourry
1474,vendu
1475,Beneiste
1476,Motta
1477,nappes
1478,Nie
1479,soufflé
1480,genoux
1481,payé
1482,amiable
1483,appointement
1484,Monney
1485,batz
1486,toutteffois
1487,prisonniere
1488,luy
1489,aucun
1490,tort
1491,Jaques
1492,Musy
1493,javellette
1494,orge
1495,prins
1496,Katryne
1497,Moullin
1498,estalles
1499,bois
1500,quand
1501,print
1502,second
1503,homme
1504,Verdon
1505,beaufrere
1506,battist
1507,despit
1508,venue
1509,terres
1510,Claude
1511,devins
1512,decroist
1513,baccon
1514,Fontane
1515,lequel
1516,veut
1517,nie
1518,Crie
1519,mercy
1520,Françoysa
1521,unholdin
1522,exami
1523,niert
1524,Wylen
1525,Lugnouroz
1526,gebürtig
1527,erkhundigen
1528,ihres
1529,verhaltens
1530,deswegen
1531,schuldtheissen
1532,zuschryben
1533,Rath
1534,Franceysa
1535,strängs
1536,vorhanden
1537,dessen
1538,doch
1539,will
1540,bekandtlich
1541,lähr
1542,procès-verbal
1543,cette
1544,séance
1545,commence
1546,mention
1547,teneur
1548,x
1549,rechnung
1550,Schrötter
1551,prenommee
1552,examinee
1553,long
1554,honneur
1555,marry
1556,demaudissoit
1557,grange
1558,Benoist
1559,cercher
1560,oeufz
1561,poulles
1562,allors
1563,trouva
1564,voulloit
1565,embler
1566,avoine
1567,Surquoy
1568,aigres
1569,passerent
1570,part
1571,hommes
1572,survindrent
1573,dirent
1574,failloit
1575,accorder
1576,depuis
1577,escorchoit
1578,chanvre
1579,manda
1580,accord
1581,fust
1582,cousta
1583,dix
1584,sans
1585,ehust
1586,menacé
1587,Enquise
1588,vant
1589,De
1590,quel
1591,lieu
1592,natifve
1593,respondu
1594,nourrie
1595,Lunaure
1596,premier
1597,meina
1598,vescurent
1599,mort
1600,demeura
1601,9
1602,mangee
1603,sienne
1604,poulle
1605,Susanne
1606,obschon
1607,gar
1608,scharpff
1609,ainsi
1610,21
1611,Techtermann
1612,Brünißholz
1613,torturee
1614,petite
1615,pierre
1616,voullu
1617,confesser
1618,article
1619,Franceoisa
1620,strudlery
1621,nütt
1622,steins
1623,Habe
1624,geduld
1625,biß
1626,Donatyre
1627,alda
1628,jar
1629,ankommen
1630,Anni
1631,Summerau
1632,102.2-1
1633,27
1634,menés
1635,102.3-1
1636,Roget
1637,consentist
1638,condition
1639,alloit
1640,guerre
1641,furent
1642,consistoire
1643,lança
1644,espee
1645,nuict
1646,guinche
1647,sens
1648,mot
1649,demeure
1650,incertain
1651,rapprochement
1652,guenche
1653,peut
1654,être
1655,envisagé
1656,désigner
1657,quillon
1658,l'épée
1659,feit
1660,fiançailles
1661,Dict
1662,servante
1663,Peterman
1664,bailla
1665,javelle
1666,amour
1667,zehndner
1668,102.4-1
1669,102.5-1
1670,102.6-1
1671,102.7-1
1672,102.8-1
1673,102.9-1
1674,102.10-1
1675,frouw
1676,vermutlich
1677,genannt
1678,Taggonida
1679,Dieser
1680,Name
1681,wird
1682,leicht
1683,abgeändeter
1684,Form
1685,erwähnt
1686,Giffers
1687,säßhafft
1688,ettliche
1689,angerürt
1690,doruff
1691,erkranket
1692,anrüren
1693,widerumb
1694,gesundt
1695,ihre
1696,vill
1697,gtts
1698,sagt
1699,gefänklich
1700,über
1701,zunemmen
1702,Summerouw
1703,verdachte
1704,ussert
1705,thors
1706,genant
1707,Sum
1708,merouw
1709,ynzogen
1710,Sommerow
1711,warumb
1712,gefängklich
1713,wüs
1714,alhir
1715,gestan
1716,ja
1717,ungebürlichs
1718,schul
1719,Blumenstein
1720,zedel
1721,handen
1722,gestellt
1723,disem
1724,schuller
1725,Landten
1726,zedels
1727,ynhaltt
1728,Wagner
1729,Du
1730,würst
1731,mich
1732,vergäbenlich
1733,ich
1734,wills
1735,mynen
1736,klagen
1737,fauller
1738,ban
1739,kert
1740,Wagners
1741,sehen
1742,Röschberger
1743,Berttilis
1744,bry
1745,geßen
1746,Jogli
1747,gnädig
1748,wäre
1749,bekennen
1750,müssen
1751,lougnet
1752,Rosey
1753,relicte
1754,Oignon
1755,L
1756,identification
1757,incertaine
1758,pourrait
1759,agir
1760,Onnion
1761,Ocle
1762,curieuse
1763,Peut-être
1764,faut-il
1765,comprendre
1766,défunt
1767,originaire
1768,Savoie
1769,alors
1770,elle-même
1771,serait
1772,origine
1773,neuchâteloise
1774,Cet
1775,imbroglio
1776,répète
1777,lorsqu
1778,nouveau
1779,inquiétée
1780,sorcellerie
1781,1649
1782,141.3-1
1783,pourquoy
1784,tenoit
1785,prison
1786,sçavoir
1787,cinq
1788,sondit
1789,fille
1790,vie
1791,Bourguillon
1792,Interrogee
1793,crioit
1794,douleur
1795,ventre
1796,meurance
1797,Verndringen
1798,devant
1799,demeuré
1800,Hermißberg
1801,cogneu
1802,serviteur
1803,Theodule
1804,Jacques
1805,puis
1806,prié
1807,guerrist
1808,cogneue
1809,Guillette
1810,comme
1811,morte
1812,Tavel
1813,nopces
1814,Heinren
1815,heberge
1816,chez
1817,Byrboumina
1818,ho
1819,stesse
1820,appelloit
1821,osté
1822,vachier
1823,tombee
1824,degrez
1825,cave
1826,plai
1827,gnoit
1828,bras
1829,demandé
1830,chair
1831,fernere
1832,information
1833,ynhalten
1834,Rosa
1835,sollend
1836,uber
1837,examina
1838,wollend
1839,erste
1840,keyserlichen
1841,torturiert
1842,Ultimo
1843,Landter
1844,ihro
1845,proponierten
1846,fahrender
1847,wer
1848,vermeldung
1849,samt
1850,segen
1851,würt
1852,Uberstorff
1853,hierumb
1854,deßen
1855,Belangend
1856,tochter
1857,verlautten
1858,laßen
1859,Waß
1860,Stobler
1861,anbelange
1862,syner
1863,ehren
1864,fromb
1865,nachts
1866,gan
1867,schlug
1868,geseßen
1869,verjähet
1870,balget
1871,gezanckt
1872,gerauwen
1873,zolnerin
1874,Sensen
1875,fyne
1876,gefangne
1877,eins
1878,verklekstrinet
1879,vergäbens
1880,Vizo
1881,lieber
1882,gvatter
1883,gsyndt
1884,khindtbette
1885,kranckeitten
1886,entierement
1887,voir
1888,touché
1889,hoste
1890,guer
1891,ry
1892,disant
1893,Que
1894,bon
1895,&
1896,Vierge
1897,guerissent
1898,!
1899,Paul
1900,Aebischer
1901,mentionne
1902,prière
1903,1932
1904,p.
1905,43
1906,crie
1907,songeant
1908,ainsy
1909,cria
1910,Mentzißhauß
1911,pource
1912,veu
1913,esprit
1914,blanc
1915,yant
1916,croix
1917,disparust
1918,fahl
1919,wyters
1920,jächen
1921,ver
1922,wisen
1923,fürfahren
1924,septembris
1925,estant
1926,demy
1927,quintal
1928,soustient
1929,estre
1930,innocente
1931,sçauroit
1932,dire
1933,tre
1934,chose
1935,encor
1936,demembreroit
1937,mauvais
1938,dessein
1939,main
1940,di
1941,sant
1942,vous
1943,rende
1944,doint
1945,fortune
1946,m
1947,avez
1948,enfant
1949,Wyller
1950,celuy
1951,Titzenberg
1952,re
1953,ceu
1954,quelque
1955,comment
1956,seelig
1957,zwar
1958,überkommen
1959,denjenigen
1960,gewüntscht
1961,vergeßen
1962,Casparn
1963,Schnewli
1964,zugehaltten
1965,Zwüschen
1966,ihnen
1967,bluttsverwandtschafft
1968,Müllibach
1969,erzeugt
1970,banckert
1971,Gedachtes
1972,wyßen
1973,Brodard
1974,12
1975,Vizona
1976,batzen
1977,endtzuckt
1978,erstickt
1979,kennt
1980,Jacquat
1981,Eß
1982,dir
1983,leidt
1984,mir
1985,frowd
1986,proposition
1987,leidts
1988,menschen
1989,unfal
1990,jederman
1991,schryen
1992,maul
1993,ungunst
1994,gebracht
1995,Proces
1996,Ruw
1997,Magdelaine
1998,Arselié
1999,fillie
2000,boucher
2001,Avanche
2002,Pasquier
2003,Treyvaux
2004,für
2005,Kemmer
2006,lings
2007,ußgeben
2008,closter
2009,Bysenberg
2010,getretten
2011,vest
2012,discipliniert
2013,klosterfrouwen
2014,nachgredt
2015,etlich
2016,kleine
2017,diebstälen
2018,Nebend
2019,reparation
2020,v
2021,erfelt
2022,sölle
2023,anbrent
2024,verwisen
2025,Biß
2026,morgens
2027,yngstelt
2028,Gestriges
2029,uffgeschlagne
2030,urthell
2031,resumiert
2032,kleiner
2033,antzal
2034,beschlossen
2035,sicherlich
2036,har
2037,beleitet
2038,wyter
2039,examiniert
2040,Besonders
2041,schnattern
2042,do
2043,besorget
2044,etwan
2045,ußgeschwungen
