title_id,title
1,"IX. Abteilung: Die Rechtsquellen des Kantons Freiburg, Erster Teil: Stadtrechte, Zweite Reihe: Das Recht der Stadt Freiburg, Band 8: Freiburger Hexenprozesse 15.–18. Jahrhundert"
2,"IX. Abteilung: Die Rechtsquellen des Kantons Freiburg, Erster Teil: Stadtrechte, Zweite Reihe: Das Recht der Stadt Freiburg, Band 8: Freiburger Hexenprozesse 15. –18. Jahrhundert"
